cell_id,row,col,R_mean_diff,R_std_diff,G_mean_diff,G_std_diff,B_mean_diff,B_std_diff,NDVI_1_mean_diff,NDVI_1_std_diff,NDVI_2_mean_diff,NDVI_2_std_diff,NDVI_3_mean_diff,NDVI_3_std_diff,SWIR_1_mean_diff,SWIR_1_std_diff,SWIR_2_mean_diff,SWIR_2_std_diff,SWIR_3_mean_diff,SWIR_3_std_diff
54,1,14,22.364200592041016,6.101242065429688,32.17449951171875,5.445075511932373,18.470800399780277,4.066662788391113,20.609100341796875,21.030014038085938,138.25909423828125,10.479740142822266,0.0,0.0,45.972198486328125,8.065545082092285,180.1746063232422,12.57406520843506,22.884300231933597,6.102680683135986
55,1,15,22.263900756835938,4.013733386993408,32.08810043334961,3.7235920429229736,18.455299377441406,2.90836763381958,18.94580078125,15.853979110717772,137.42979431152344,7.903295040130615,0.0,0.0,47.34400177001953,5.3776445388793945,182.85519409179688,10.807406425476074,22.79050064086914,4.018284320831299
56,1,16,22.223100662231445,6.183779239654541,31.543399810791016,5.5543599128723145,18.372100830078125,4.200409889221191,18.48310089111328,20.239879608154297,137.19729614257812,10.086385726928713,0.0,0.0,48.824798583984375,9.758273124694824,185.4703063964844,18.886877059936523,22.74049949645996,6.178361892700195
57,1,17,20.506500244140625,8.639974594116211,31.337400436401367,8.911192893981934,17.003700256347656,5.478091239929199,9.477299690246582,19.62773895263672,132.7176971435547,9.776482582092283,0.0,0.0,54.24779891967773,16.808610916137695,212.81829833984372,33.47305679321289,21.00950050354004,8.63774299621582
58,1,18,26.513999938964844,27.54208374023437,35.2067985534668,17.582502365112305,19.417400360107425,12.899248123168944,21.40900039672852,58.52933883666992,136.94439697265625,23.07303047180176,0.0,0.0,64.84770202636719,38.5633544921875,227.6947021484375,28.683528900146484,27.01959991455078,27.537824630737305
59,1,19,57.75529861450195,46.19262313842773,56.08629989624024,29.369604110717773,33.73789978027344,22.274065017700195,95.87000274658205,106.03108978271484,165.76719665527344,41.91623306274414,0.0,0.0,112.8114013671875,57.66288375854492,236.4833984375,23.93819046020508,58.25970077514648,46.19231033325195
60,1,20,53.3671989440918,33.850669860839844,58.72200012207031,22.29579162597656,32.64239883422852,16.705163955688477,72.12640380859375,79.53209686279297,162.59530639648438,37.44509506225586,0.0,0.0,107.1605987548828,39.121978759765625,252.2198944091797,8.19325065612793,53.85940170288086,33.86051177978516
61,1,21,77.87419891357422,40.08214569091797,72.92400360107422,22.86861228942871,43.46659851074219,19.824552536010746,126.73670196533205,91.7763671875,186.1219024658203,41.20045471191406,0.0,0.0,148.75660705566406,41.59542846679688,249.24290466308597,14.015231132507324,78.3761978149414,40.06511306762695
62,1,22,71.30419921875,56.69821548461914,75.00180053710938,49.025577545166016,51.0989990234375,51.82367706298828,103.02239990234376,98.41993713378906,163.80340576171875,39.48244094848633,0.0,0.0,131.3083038330078,46.47281265258789,241.66639709472656,23.640438079833984,71.78510284423828,56.63316345214844
63,1,23,54.611698150634766,20.711545944213867,60.24020004272461,13.812947273254396,33.25270080566406,11.720232009887695,72.46949768066406,54.17178726196289,163.85670471191406,26.374629974365234,0.0,0.0,132.30859375,23.9638729095459,253.76109313964844,7.821829795837402,55.11859893798828,20.70761108398437
